FTR_IDN,ORIG_FTR_IDN,SUB_IDN,SEGMENT_LENGTH,IS_SEMICIRCULAR,CNT_JNT
72213_1,72213,1,14.251768656401152,False,4
72213_2,72213,2,2.077860115200174,False,3
72213_3,72213,3,1.8436100464091436,False,3
72213_4,72213,4,8.002361857811284,False,3
212251_1,212251,1,2.0994659727136606,False,2
212251_2,212251,2,1.0276881557795372,False,3
212251_3,212251,3,5.555626585117951,False,2
212251_4,212251,4,7.053466598723325,False,3
212251_5,212251,5,2.626361194075629,False,4
212251_6,212251,6,12.850175337346936,False,4
212251_7,212251,7,21.797241077708094,False,3
212251_8,212251,8,6.3361896388042975,False,2
212251_9,212251,9,7.47520016512933,False,3
212251_10,212251,10,7.570039132597975,False,3
212251_11,212251,11,3.0373408407450695,False,2
212251_12,212251,12,4.983477523263055,False,3
212251_13,212251,13,3.082562526780502,False,4
212251_14,212251,14,2.826653745500274,False,3
212251_15,212251,15,1.4988220396479544,False,3
142909_1,142909,1,7.287136996257349,False,3
142909_2,142909,2,7.453095203997368,False,4
142909_3,142909,3,30.126826622177106,False,3
142909_4,142909,4,0.9531045293609245,False,2
142909_5,142909,5,0.1374683744230911,False,2
142909_6,142909,6,1.0210515147686485,False,2
4697_1,4697,1,1.4991508180056594,False,3
4697_2,4697,2,4.925282562728806,False,2
4697_3,4697,3,6.006507876023187,False,2
4697_4,4697,4,27.71206861104343,False,3
4697_5,4697,5,2.0802607581649926,False,3
