지시번호,접수번호,공사일자,위치,유형,공사개요,계,도급액,관급자재,도로복구비,건강보험,연금보험,산재보험,고용보험,요양보험,퇴직공제,보험료 (원),"산업안전
보건관리비",관경,관종,부위,원인,누수량,중구역,소구역,살수량,계.1,사용료,물이용부담금,GIS 등록,비고,작업일시,위도,경도
201,20250520-0007,05-20,동구 중대동 422-1,지하사유지,STS D15mm 인입선 누수수선,"1,114,000 ","1,114,000 ",0 ,0 ,"12,000 ","15,240 ","12,190 ","3,460 ","1,550 ","7,790 ","3,450","16,350",15.0,스텐레스관,이형관,노후,867.36,201.0,54,0.2,290 ,258 ,32 ,미등록,폐아 0.3,2025-05-20,35.9785984,128.6329791
202,20250520-0245,05-20,동구 불로동 1019-18,지상사유지,D15mm 계량기 보호통 교체,"915,600 ","820,000 ","95,600 ",0 ,"12,810 ","16,260 ","13,010 ","3,690 ","1,650 ","8,310 ","2,350","18,510",15.0,계량기보호통(실),계량기보호통,노후,,208.0,92,,,,,미등록,폐콘 0.1,2025-05-20,35.8973116,128.6348847
203,20250520-0414,05-20,동구 신암동 174-1 백년한우,미누수,현장 확인 결과 미누수,"43,000 ","43,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,160,0,,,,,,217.0,17,,,,,미등록,,2025-05-20,35.8807892,128.6166333
204,20250520-0498,05-20,동구 신용동 684,지하공도,STS D40*15mm 분기점 누수수선,"1,350,000 ","1,350,000 ",0 ,0 ,"14,580 ","18,510 ","14,810 ","4,200 ","1,880 ","9,460 ","4,200","20,430",15.0,스텐레스관,이형관,노후,"1,310.4",201.0,54,0.2,290 ,258 ,32 ,등록,폐아 0.3,2025-05-20,35.9815253,128.6473727
205,20250521-0133,05-21,동구 신암동 174-23,지상공도,DTC D80*25mm 구분기점 누수수선,"229,000 ","229,000 ",0 ,0 ,"3,170 ","4,030 ","3,230 ",910 ,410 ,"2,060 ",690,"3,770",25.0,부분기대,부분기대,노후,1.21,217.0,17,,0 ,0 ,0 ,등록,,2025-05-21,35.8803757,128.61559
206,20250521-0395,05-21,동구 율하동 896-4,지상사유지,D15mm 계량기실 누수수선,"180,000 ","180,000 ",0 ,0 ,"1,380 ","1,760 ","1,400 ",390 ,170 ,900 ,600,"1,820",15.0,계량기보호통(실),계량기보호실,노후,,233.0,255,,,,,미등록,,2025-05-21,35.8702713,128.6966336
207,20250521-0445,05-21,동구 효목동 130-13,지하사유지,D15mm 계량기 보호통 교체,"883,600 ","788,000 ","95,600 ",0 ,"12,470 ","15,830 ","12,660 ","3,590 ","1,610 ","8,090 ","2,250","18,500",15.0,계량기보호통(실),계량기보호통,노후,638.4,213.0,26,,0 ,0 ,0 ,미등록,폐콘 0.1,2025-05-21,35.8838222,128.6419568
208,20250520-0006,05-20,동구 율하동 953-5,지하공도,DTC D100*15mm 구분기점 누수수선,"696,000 ","696,000 ",0 ,0 ,"7,290 ","9,250 ","7,400 ","2,100 ",940 ,"4,730 ","2,220","8,510",15.0,부분기대,부분기대,노후,600.48,233.0,255,,0 ,0 ,0 ,등록,,2025-05-20,35.8683008,128.7006086
209,20250522-0182,05-22,동구 방촌동 941-9,지하공도,PFP D50mm 제수밸브 누수수선,"1,524,000 ","1,524,000 ",0 ,0 ,"16,840 ","21,380 ","17,110 ","4,850 ","2,180 ","10,930 ","4,490","24,390",50.0,변류,본체,노후,"1,861.2",228.0,125,0.2,290 ,258 ,32 ,등록,"폐콘 0.7, 폐아 0.4",2025-05-22,35.8851695,128.6657594
210,20250522-0183,05-22,동구 신암동 164-4 왔따쪽갈비,지하사유지,D15mm 계량기실 누수수선,"76,000 ","76,000 ",0 ,0 ,690 ,880 ,700 ,190 ,80 ,450 ,240,650,15.0,계량기보호통(실),계량기보호실,노후,236.88,217.0,17,,0 ,0 ,0 ,미등록,,2025-05-22,35.8807103,128.614922
211,20250522-0185,05-22,동구 신암동 175-7,지하공도,DTC D80*15mm 분기점 누수수선,"855,000 ","855,000 ",0 ,0 ,"11,990 ","15,230 ","12,180 ","3,450 ","1,550 ","7,780 ","2,570","14,910",15.0,부분기대,부분기대,노후,852,217.0,17,0.1,145 ,129 ,16 ,등록,,2025-05-22,35.8804468,128.6163105
212,20250522-0243,05-22,동구 각산동 884-3,지상사유지,STS D20mm 인입선 누수수선,"890,000 ","890,000 ",0 ,0 ,"10,190 ","12,930 ","10,350 ","2,930 ","1,310 ","6,610 ","2,730","11,330",20.0,스텐레스관,직관,노후,,235.0,233,0.1,145 ,129 ,16 ,미등록,폐아 0.2,2025-05-22,35.8765393,128.7105052
213,20250522-0410,05-22,동구 신암동 169-5,시설물수선,제수변 철개 입상,"1,024,000 ","1,024,000 ",0 ,0 ,"14,080 ","17,870 ","14,300 ","4,050 ","1,820 ","9,130 ","2,940","16,320",,,,,,217.0,17,0.2,290 ,258 ,32 ,미등록,폐아 0.5,2025-05-22,35.8810942,128.6184075
214,20250522-0430,05-22,동구 신암동 54-84,지하사유지,D15mm 계량기 보호통 교체,"907,600 ","812,000 ","95,600 ",0 ,"13,190 ","16,750 ","13,400 ","3,800 ","1,700 ","8,560 ","2,300","18,850",15.0,계량기보호통(실),계량기보호통,노후,642.96,209.0,12,,0 ,0 ,0 ,미등록,폐콘 0.1,2025-05-22,35.8891214,128.6365831
215,20250524-0020,05-24,동구 신암동 351-17,지상사유지,D15mm 계량기실 누수수선,"149,000 ","149,000 ",0 ,0 ,"2,080 ","2,640 ","2,110 ",590 ,260 ,"1,350 ",450,"2,140",15.0,계량기보호통(실),계량기보호실,노후,,218.0,22,,,,,미등록,,2025-05-24,35.8821352,128.631718
216,20250526-0006,05-26,동구 신암동 169-8,지하사유지,D15mm 계량기 보호통 교체,"755,600 ","660,000 ","95,600 ",0 ,"10,060 ","12,770 ","10,220 ","2,900 ","1,300 ","6,530 ","1,900","15,840",15.0,계량기보호통(실),계량기보호통,노후,661.2,217.0,17,,0 ,0 ,0 ,미등록,폐콘 0.1,2025-05-26,35.8810076,128.6185994
217,20250526-0009,05-26,동구 신암동 169-21,지하사유지,D15mm 계량기 보호통 교체,"780,600 ","685,000 ","95,600 ",0 ,"10,560 ","13,410 ","10,730 ","3,040 ","1,360 ","6,850 ","1,970","16,350",15.0,계량기보호통(실),계량기보호통,노후,661.2,217.0,17,,0 ,0 ,0 ,미등록,폐콘 0.1,2025-05-26,35.8806604,128.6185885
218,20250526-0010,05-26,동구 방촌동 1071-10,지하사유지,D15mm 계량기 보호통 교체,"893,600 ","798,000 ","95,600 ",0 ,"12,480 ","15,840 ","12,670 ","3,590 ","1,610 ","8,090 ","2,290","18,020",15.0,계량기보호통(실),접합부,노후,522,227.0,124-2,,0 ,0 ,0 ,미등록,폐콘 0.1,2025-05-26,35.8816748,128.6629214
219,20250526-0011,05-26,동구 지저동 669-17,지하공도,PFP D80*40mm 구분기점 누수수선,"2,884,000 ","2,884,000 ",0 ,0 ,"39,100 ","49,640 ","39,720 ","11,270 ","5,060 ","25,370 ","8,480","49,340",40.0,PFP관,이형관,노후,"2,992.8",208.0,92,0.5,725 ,645 ,80 ,등록,폐아 0.9,2025-05-26,35.8969348,128.6370201
220,20250526-0015,05-26,동구 사복동 795,지상공도,STS D50mm 직관부 누수수선,"753,000 ","753,000 ",0 ,0 ,"8,970 ","11,390 ","9,120 ","2,580 ","1,160 ","5,820 ","2,350","10,890",50.0,스텐레스관,직관,부식,0.69,236.0,271,,0 ,0 ,0 ,등록,,2025-05-26,35.8683313,128.7547978
221,20250527-0003,05-27,동구 불로동 866-9,지상사유지,PFP D40m 인입선 누수수선,"549,000 ","549,000 ",0 ,0 ,"8,540 ","10,840 ","8,670 ","2,460 ","1,100 ","5,540 ","1,580","9,500",40.0,PFP관,이형관,노후,,207.0,90,,,,,미등록,폐콘 0.1,2025-05-27,35.9034096,128.6313138
222,20250527-0006,05-27,동구 신천동 380-13,지하사유지,D15mm 계량기 보호통 교체,"865,600 ","770,000 ","95,600 ",0 ,"12,360 ","15,700 ","12,560 ","3,560 ","1,600 ","8,020 ","2,190","18,010",15.0,계량기보호통(실),계량기보호통,노후,665.76,222.0,34,,0 ,0 ,0 ,미등록,폐콘 0.1,2025-05-27,35.8739688,128.6295392
223,20250527-0813,05-27,동구 입석동 931-24,미누수,확인 터파기 결과 내부누수,"431,000 ","431,000 ",0 ,0 ,"6,740 ","8,560 ","6,850 ","1,940 ",870 ,"4,370 ","1,220","7,210",,,,,,210.0,108-1,,,,,미등록,폐콘 0.1,2025-05-27,35.8928499,128.6473268
224,20250528-0248,05-28,동구 도동 128,지상사유지,D15mm 계량기 보호통 교체,"1,058,600 ","963,000 ","95,600 ",0 ,"15,620 ","19,830 ","15,870 ","4,500 ","2,020 ","10,130 ","2,680","21,250",15.0,계량기보호통(실),계량기보호통,노후,,205.0,80,,,,,미등록,폐콘 0.3,2025-05-28,35.9115556,128.6509809
226,20250529-0046,05-29,동구 효목동 182-9,지상사유지,D15mm 계량기 보호통 교체,"967,600 ","872,000 ","95,600 ",0 ,"14,200 ","18,030 ","14,430 ","4,090 ","1,830 ","9,210 ","2,440","19,920",15.0,계량기보호통(실),계량기보호통,노후,,213.0,38,,,,,미등록,폐콘 0.2,2025-05-29,35.8802539,128.6466225
227,20250530-0001,05-30,동구 율하동 963-9,지상사유지,D20mm 계량기실 누수수선,"171,000 ","171,000 ",0 ,0 ,"1,560 ","1,980 ","1,590 ",450 ,200 ,"1,010 ",550,"1,470",20.0,계량기보호통(실),계량기보호통,노후,,233.0,255,,,,,미등록,,2025-05-30,35.8680835,128.6996589
228,20250530-0240,05-30,동구 신암동 170-11,지상공도,DTC 80*20 분기점 누수수선,"422,000 ","422,000 ",0 ,0 ,"5,580 ","7,090 ","5,670 ","1,610 ",720 ,"3,620 ","1,290","8,430",20.0,부분기대,부분기대,노후,0,217.0,17,0.0,0 ,0 ,0 ,등록,,2025-05-30,35.8800206,128.6187697
229,20250530-0307,05-30,동구 신천동 342-2,지상사유지,D40mm 계량기실 누수수선,"166,000 ","166,000 ",0 ,0 ,"2,550 ","3,240 ","2,590 ",730 ,330 ,"1,650 ",480,"2,410",40.0,계량기보호통(실),계량기보호실,노후,,222.0,43,,,,,미등록,,2025-05-30,35.8704429,128.6287087
225,20250602-0369,06-02,동구 동호동 118-21,지하공도,DT-CL D350*20mm 분기점 누수수선,"4,998,000 ","2,946,000 ","1,040,000 ","1,012,000 ","35,530 ","45,100 ","36,090 ","10,230 ","4,600 ","23,050 ","8,720","79,380",20.0,부분기대,부분기대,노후,"2,517.12",235.0,233,0.3,435 ,387 ,48 ,등록,폐아 0.9,2025-06-02,35.872264,128.7143213
230,20250601-0069,06-01,동구 도동 331-11,지상사유지,D15mm 계량기실 누수수선,"79,000 ","79,000 ",0 ,0 ,90 ,110 ,90 ,20 ,10 ,60 ,290,240,15.0,계량기보호통(실),계량기보호통,노후,,206.0,72,,,,,미등록,,2025-06-01,35.9196175,128.6603823
231,20250602-0205,06-02,동구 신천동 156-1,지상사유지,D15mm 계량기 보호통 교체,"839,600 ","744,000 ","95,600 ",0 ,"11,880 ","15,080 ","12,070 ","3,420 ","1,530 ","7,710 ","2,120","17,470",15.0,계량기보호통(실),연결부,노후,,221.0,49,,,,,미등록,폐콘 0.1,2025-06-02,35.8717555,128.6231934
232,20250602-0424,06-02,동구 신천동 454-5,지하사유지,D15mm 계량기 보호통 교체,"870,600 ","775,000 ","95,600 ",0 ,"12,400 ","15,750 ","12,600 ","3,570 ","1,600 ","8,050 ","2,200","18,130",15.0,계량기보호통(실),계량기보호통,노후,693.12,222.0,34,,0 ,0 ,0 ,미등록,폐콘 0.1,2025-06-02,35.8735954,128.6298568
233,20250602-0530,06-02,동구 방촌동 798-21,지상사유지,D25mm 계량기실 누수수선,"162,000 ","162,000 ",0 ,0 ,"1,940 ","2,460 ","1,970 ",550 ,250 ,"1,260 ",500,"1,830",25.0,계량기보호통(실),계량기보호실,노후,,228.0,132,,,,,미등록,,2025-06-02,35.883645,128.6687969
234,20250604-0542,06-04,동구 신천동 334-4,지하사유지,D20mm 계량기 보호통 교체,"1,002,000 ","874,000 ","128,000 ",0 ,"14,370 ","18,240 ","14,600 ","4,140 ","1,860 ","9,320 ","2,500","21,440",20.0,계량기보호통(실),계량기보호통,노후,997.92,222.0,33,,0 ,0 ,0 ,미등록,,2025-06-04,35.8743663,128.6286186
235,20250609-0096,06-09,동구 신천동 436-2,지상사유지,D15mm 계량기 보호통 교체,"896,600 ","801,000 ","95,600 ",0 ,"12,970 ","16,460 ","13,170 ","3,730 ","1,670 ","8,410 ","2,270","18,630",15.0,계량기보호통(실),접합부,노후,,222.0,34,,,,,미등록,폐콘 0.1,2025-06-09,35.8748959,128.6316798
236,20250610-0143,06-10,동구 지저동 722-4,지하사유지,D15mm 계량기 보호통 교체,"909,600 ","814,000 ","95,600 ",0 ,"12,780 ","16,230 ","12,980 ","3,680 ","1,650 ","8,290 ","2,330","18,370",15.0,계량기보호통(실),접합부,노후,998.4,208.0,99,,0 ,0 ,0 ,미등록,폐콘 0.1,2025-06-10,35.8954675,128.6355329
237,20250610-0145,06-10,동구 지저동 702-16,지하공도,PFP D40*15mm 분기점 누수수선,"1,597,000 ","1,597,000 ",0 ,0 ,"22,510 ","28,580 ","22,870 ","6,480 ","2,910 ","14,600 ","4,680","26,690",15.0,PFP관,이형관,노후,"1,497.6",208.0,92,0.2,290 ,258 ,32 ,등록,폐아 0.4,2025-06-10,35.8973235,128.6364645
238,20250610-0146,06-10,동구 지저동 702-10,지하공도,PFP D40*15mm 분기점 누수수선,"1,510,000 ","1,510,000 ",0 ,0 ,"21,000 ","26,660 ","21,330 ","6,050 ","2,710 ","13,620 ","4,430","25,000",15.0,PFP관,이형관,노후,"1,497.6",208.0,92,0.2,290 ,258 ,32 ,등록,폐아 0.4,2025-06-10,35.8975531,128.6362815
239,20250610-0147,06-10,동구 입석동 980-2,지하사유지,D15mm 계량기 보호통 교체,"1,074,600 ","979,000 ","95,600 ",0 ,"15,480 ","19,650 ","15,720 ","4,460 ","2,000 ","10,040 ","2,780","21,680",15.0,계량기보호통(실),접합부,노후,"1,004.64",208.0,101-2,,0 ,0 ,0 ,미등록,폐콘 0.2,2025-06-10,35.8926951,128.6435293
240,20250610-0149,06-10,동구 지저동 682-25,지하사유지,D15mm 계량기 보호통 교체,"920,600 ","825,000 ","95,600 ",0 ,"13,060 ","16,570 ","13,260 ","3,760 ","1,690 ","8,470 ","2,360","18,570",15.0,계량기보호통(실),계량기보호통,노후,"1,004.64",208.0,106-2,,0 ,0 ,0 ,미등록,폐콘 0.1,2025-06-10,35.8961083,128.6398817
241,20250610-0150,06-10,동구 지저동 760-9,지하사유지,D15mm 계량기 보호통 교체,"1,282,600 ","1,187,000 ","95,600 ",0 ,"18,160 ","23,050 ","18,450 ","5,230 ","2,350 ","11,780 ","3,450","23,970",15.0,계량기보호통(실),계량기보호통,노후,"1,004.64",208.0,106-2,,0 ,0 ,0 ,미등록,폐콘 0.1,2025-06-10,35.8932266,128.6377094
242,20250610-0151,06-10,동구 지저동 718,지하미누수,확인 터파기 결과 미누수,"800,000 ","800,000 ",0 ,0 ,"8,420 ","10,690 ","8,550 ","2,420 ","1,090 ","5,460 ","2,460","9,760",,,,,,208.0,92,0.1,145 ,129 ,16 ,미등록,폐아 0.3,2025-06-10,35.8958927,128.6358653
243,20250611-0194,06-11,동구 효목동 140-14,지상사유지,D15mm 계량기실 누수수선,"110,000 ","110,000 ",0 ,0 ,"1,380 ","1,760 ","1,400 ",390 ,170 ,900 ,330,"1,300",15.0,계량기보호통(실),계량기보호실,노후,,213.0,26,,,,,미등록,,2025-06-11,35.882341,128.6429484
244,20250612-0089,06-12,동구 신천동 88-1,지상사유지,D20mm 계량기실 누수수선,"118,000 ","118,000 ",0 ,0 ,"1,560 ","1,980 ","1,590 ",450 ,200 ,"1,010 ",360,"1,470",20.0,계량기보호통(실),계량기보호실,노후,,221.0,42,,,,,미등록,,2025-06-12,35.8728518,128.6242156
245,20250612-0272,06-12,동구 신천동 537-16,지상사유지,D15mm 계량기 보호통 교체,"853,600 ","758,000 ","95,600 ",0 ,"12,470 ","15,830 ","12,660 ","3,590 ","1,610 ","8,090 ","2,170","18,100",15.0,계량기보호통(실),계량기보호실,노후,,219.0,29,,,,,미등록,,2025-06-12,35.8748804,128.6158473
246,20250613-0005,06-13,동구 입석동 1033-103,지상사유지,D15mm 계량기 보호통 교체,"897,600 ","802,000 ","95,600 ",0 ,"12,430 ","15,780 ","12,620 ","3,580 ","1,600 ","8,060 ","2,310","18,160",15.0,계량기보호통(실),계량기보호실,노후,,210.0,108-1,,,,,미등록,폐콘 0.1,2025-06-13,35.8935289,128.6471976
247,20250613-0021,06-13,동구 입석동 932-60,지상사유지,D15mm 계량기 보호통 교체,"926,600 ","831,000 ","95,600 ",0 ,"15,100 ","19,170 ","15,340 ","4,350 ","1,950 ","9,800 ","2,270","18,200",15.0,계량기보호통(실),접합부,노후,,210.0,108-1,,,,,미등록,폐콘 0.1,2025-06-13,35.8915321,128.6468602
248,20250613-0208,06-13,동구 신암동 216-23,지하공도,PFP D40*15mm 분기점 누수수선,"613,000 ","613,000 ",0 ,0 ,"9,090 ","11,540 ","9,240 ","2,620 ","1,170 ","5,900 ","1,820","11,720",15.0,PFP관,이형관,노후,743.28,217.0,18,,0 ,0 ,0 ,등록,,2025-06-13,35.8822955,128.6207454
249,20250613-0286,06-13,동구 신무동 756,지상공도,HIVP D40mm 직관부 누수수선,"314,000 ","314,000 ",0 ,0 ,"3,030 ","3,840 ","3,070 ",870 ,390 ,"1,960 ","1,020","4,920",40.0,HIVP,직관,타공사손괴,35.36,201.0,307,,0 ,0 ,0 ,등록,,2025-06-13,35.9856209,128.6702109
250,20250614-0013,06-14,동구 신암동 164-1,미누수,현장 확인 결과 하수도,"43,000 ","43,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,160,0,,,,,,217.0,17,,,,,미등록,,2025-06-14,35.8808844,128.6146159
251,20250616-0007,06-16,동구 효목동 444-9,미누수,현장 확인 결과 옥내누수,"43,000 ","43,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,160,0,,,,,,223.0,46-2,,,,,미등록,,2025-06-16,35.8767356,128.6384005
252,20250616-0388,06-16,동구 신암동 95-27,지하공도,PFP D40*20mm 분기점 누수수선,"1,327,000 ","1,327,000 ",0 ,0 ,"19,320 ","24,530 ","19,630 ","5,560 ","2,500 ","12,530 ","3,870","23,060",20.0,PFP관,이형관,노후,"1,354.56",209.0,1,,0 ,0 ,0 ,등록,폐아 0.3,2025-06-16,35.8870771,128.6333056
253,20250617-0111,06-17,동구 율하동 1448 9단지상가 율하부동산,지하공도,DTC D200*25mm 분기점 누수수선,"1,841,000 ","1,841,000 ",0 ,0 ,"26,140 ","33,180 ","26,550 ","7,530 ","3,380 ","16,960 ","5,520","27,510",25.0,부분기대,부분기대,노후,"1,958.4",233.0,276,,0 ,0 ,0 ,등록,,2025-06-17,35.8625928,128.6998251
254,20250617-0115,06-17,동구 방촌동 925-49,지하사유지,D15mm 계량기 보호통 교체,"1,024,600 ","929,000 ","95,600 ",0 ,"14,810 ","18,800 ","15,050 ","4,260 ","1,910 ","9,610 ","2,620","20,530",15.0,계량기보호통(실),계량기보호통,노후,"1,042.08",228.0,125,,0 ,0 ,0 ,미등록,폐콘 0.2,2025-06-17,35.8832605,128.6650347
255,20250617-0121,06-17,동구 신암동 628-20,지하사유지,STS D15mm 인입선 누수수선,"486,000 ","486,000 ",0 ,0 ,"6,670 ","8,460 ","6,770 ","1,920 ",860 ,"4,320 ","1,440","9,210",15.0,스텐레스관,이형관,노후,601.2,211.0,7,,0 ,0 ,0 ,미등록,폐콘 0.1,2025-06-17,35.8865071,128.6219665
256,20250617-0122,06-17,동구 신암동 610-37,지하사유지,STS D15mm 인입선 누수수선,"501,000 ","501,000 ",0 ,0 ,"7,040 ","8,930 ","7,150 ","2,020 ",910 ,"4,560 ","1,510","9,460",15.0,스텐레스관,이형관,노후,601.2,211.0,7,,0 ,0 ,0 ,미등록,,2025-06-17,35.8851148,128.6221433
257,20250617-0123,06-17,동구 동호동 97-12,지하사유지,D15mm 계량기 보호통 교체(28번지),"987,600 ","892,000 ","95,600 ",0 ,"13,780 ","17,490 ","14,000 ","3,970 ","1,780 ","8,940 ","2,540","19,170",15.0,계량기보호통(실),계량기보호통,노후,"1,202.4",233.0,257,,0 ,0 ,0 ,미등록,폐콘 0.2,2025-06-17,35.8703769,128.7131017
258,20250617-0125,06-17,동구 신기동 29-1,지하사유지,D25mm 계량기 보호통 교체,"1,228,000 ","1,070,000 ","158,000 ",0 ,"16,790 ","21,320 ","17,060 ","4,840 ","2,170 ","10,890 ","3,040","25,310",25.0,계량기보호통(실),계량기보호통,노후,"2,217.6",233.0,257,0.1,145 ,129 ,16 ,미등록,폐콘 0.2,2025-06-17,35.8713393,128.7088919
259,20250617-0127,06-17,동구 미대동 602,지하사유지,D15mm 계량기 보호통 교체,"847,600 ","752,000 ","95,600 ",0 ,"11,440 ","14,520 ","11,620 ","3,290 ","1,480 ","7,420 ","2,200","16,650",15.0,계량기보호통(실),계량기보호통,노후,"1,188",201.0,303,,0 ,0 ,0 ,미등록,,2025-06-17,35.9504385,128.6753176
260,20250617-0130,06-17,동구 미대동 587,지하사유지,D15mm 계량기 보호통 교체,"847,600 ","752,000 ","95,600 ",0 ,"11,160 ","14,170 ","11,340 ","3,210 ","1,440 ","7,240 ","2,190","16,530",15.0,계량기보호통(실),계량기보호통,노후,"1,188",201.0,303,,0 ,0 ,0 ,미등록,폐콘 0.1,2025-06-17,35.9500696,128.6757106
261,20250617-0132,06-17,동구 미대동 746-1,지하공도,D25mm 제수밸브 누수수선,"1,044,000 ","1,044,000 ",0 ,0 ,"12,440 ","15,790 ","12,630 ","3,580 ","1,610 ","8,070 ","3,130","13,980",25.0,변류,접합부,노후,0,201.0,301,0.1,145 ,129 ,16 ,등록,폐아 0.4,2025-06-17,35.9486169,128.6647221
262,20250617-0133,06-17,동구 미대동 607-3,지하공도,D80mm 제수밸브 누수수선,"2,934,000 ","2,934,000 ",0 ,0 ,"43,730 ","55,510 ","44,420 ","12,600 ","5,660 ","28,370 ","8,290","49,920",80.0,변류,접합부,접합부이완,"5,385.6",201.0,303,0.5,725 ,645 ,80 ,등록,폐아 1.3,2025-06-17,35.9513458,128.6747668
263,20250617-0134,06-17,동구 미대동 703-4,지하공도,D32mm 제수밸브 누수수선,"919,000 ","919,000 ",0 ,0 ,"10,430 ","13,240 ","10,590 ","3,000 ","1,350 ","6,760 ","2,800","11,670",32.0,변류,접합부,접합부이완,0,201.0,301,0.1,145 ,129 ,16 ,등록,폐아 0.3,2025-06-17,35.9525174,128.668463
264,20250617-0163,06-17,동구 지저동 702-17,기타,제수변 철개 입상,"803,000 ","803,000 ",0 ,0 ,"8,960 ","11,370 ","9,100 ","2,580 ","1,160 ","5,810 ","2,440","11,410",,,,,,208.0,92,0.1,145 ,129 ,16 ,미등록,폐아 0.3,2025-06-17,35.8972424,128.6363062
265,20250617-0378,06-17,동구 신천동 1370,지하사유지,D20mm 계량기 보호통 교체,"1,209,000 ","1,081,000 ","128,000 ",0 ,"17,150 ","22,220 ","17,780 ","5,040 ","2,260 ","11,360 ","3,050","25,510",20.0,계량기보호통(실),계량기보호통,노후,"1,235.04",219.0,29,,0 ,0 ,0 ,미등록,폐콘 0.2,2025-06-17,35.8756546,128.6165201
266,20250618-0001,06-18,동구 효목동 387-11,지상사유지,D15mm 계량기 보호통 교체,"815,600 ","720,000 ","95,600 ",0 ,"11,200 ","14,210 ","11,370 ","3,220 ","1,450 ","7,260 ","2,060","17,070",15.0,계량기보호통(실),계량기보호통,노후,,606.0,36,0.0,0 ,0 ,0 ,미등록,폐콘 0.1,2025-06-18,35.8779022,128.6344938
267,20250618-0071,06-18,동구 신천동 414-8,지상사유지,D15mm 계량기 보호통 교체,"907,600 ","812,000 ","95,600 ",0 ,"13,490 ","17,120 ","13,700 ","3,880 ","1,740 ","8,750 ","2,290","19,070",15.0,계량기보호통(실),계량기보호통,노후,,606.0,44-2,,,,,미등록,폐콘 0.1,2025-06-18,35.8742469,128.6326476
268,20250618-0106,06-18,동구 괴전동 92,지상사유지,D20mm 계량기 보호통 교체,"1,171,000 ","1,043,000 ","128,000 ",0 ,"16,560 ","21,030 ","16,830 ","4,770 ","2,140 ","10,750 ","2,950","23,650",20.0,계량기보호통(실),계량기보호통,노후,,235.0,237-1,0.1,145 ,129 ,16 ,미등록,폐콘 0.2,2025-06-18,35.873959,128.736682
269,20250618-0190,06-18,동구 방촌동 1006-20,지상사유지,D15mm 계량기 보호통 교체,"925,600 ","830,000 ","95,600 ",0 ,"13,020 ","16,530 ","13,230 ","3,750 ","1,680 ","8,450 ","2,380","18,710",15.0,계량기보호통(실),계량기보호통,노후,,228.0,123-2,,,,,미등록,폐콘 0.1,2025-06-18,35.8839935,128.6613898
270,20250619-0163,06-19,동구 방촌동 1119-117 장수돌침대,지상사유지,D25mm 계량기 보호통 교체,"1,164,000 ","1,006,000 ","158,000 ",0 ,"15,140 ","19,220 ","15,380 ","4,360 ","1,960 ","9,820 ","2,800","23,920",25.0,계량기보호통(실),계량기보호통,노후,,227.0,138,,,,,미등록,폐콘 0.5,2025-06-19,35.8764145,128.6716081
271,20250619-0313,06-19,동구 송정동 278-1,지상공도,마을상수도 수선,"899,000 ","899,000 ",0 ,0 ,"9,960 ","12,650 ","10,120 ","2,870 ","1,280 ","6,460 ","2,750","11,360",15.0,기타,기타,기타,0,201.0,54,0.1,145 ,129 ,16 ,미등록,폐아 0.3,2025-06-19,35.9873763,128.6230297
272,20250620-0097,06-20,동구 동호동 98-38 103동 201호,지상사유지,D15mm 계량기실 누수수선,"162,000 ","162,000 ",0 ,0 ,"1,380 ","1,760 ","1,400 ",390 ,170 ,900 ,530,"1,300",15.0,계량기보호통(실),계량기보호실,노후,,233.0,258,,,,,미등록,,2025-06-20,,
273,20250620-0117,06-20,동구 방촌동 1084-751 106동 501호,지상사유지,D15mm 계량기실 누수수선,"136,000 ","136,000 ",0 ,0 ,"1,380 ","1,760 ","1,400 ",390 ,170 ,900 ,430,"1,300",15.0,계량기보호통(실),계량기보호실,노후,,231.0,139,,,,,미등록,,2025-06-20,,
274,20250621-0006,06-21,동구 신천동 435-22,지상공도,PFP D40*15mm 분기점 누수수선,"1,563,600 ","1,468,000 ","95,600 ",0 ,"23,800 ","30,210 ","24,170 ","6,850 ","3,080 ","15,440 ","4,180","31,020",15.0,부분기대,부분기대,노후,2.1,606.0,44-2,0.1,145 ,129 ,16 ,등록,"폐콘 0.1, 폐아 0.1",2025-06-21,35.875928,128.6312525
275,20250622-0008,06-22,동구 신암동 283-3,지상사유지,D15mm 계량기실 보호통 교체,"844,600 ","749,000 ","95,600 ",0 ,"12,040 ","15,280 ","12,230 ","3,470 ","1,550 ","7,810 ","2,130","17,540",15.0,계량기보호통(실),계량기보호통,노후,,212.0,20,,,,,미등록,폐콘 0.1,2025-06-22,35.8831588,128.6287586
276,-,06-11,동구 율암동 1131,배수관망유지수선,감압변실 펌프배수관 설치,"1,254,000 ","1,254,000 ",0 ,0 ,"18,290 ","23,220 ","18,580 ","5,270 ","2,360 ","11,870 ","3,740","21,970",,,,,,230.0,201,,0 ,0 ,0 ,미등록,,2025-06-11,35.8784445,128.7083375
277,20250623-0570,06-23,동구 미대동 335,지하공도,D400mm 제수밸브 누수수선,"990,000 ","990,000 ",0 ,0 ,"10,940 ","13,880 ","11,110 ","3,150 ","1,410 ","7,090 ","3,040","12,330",400.0,변류,접합부,볼트이완,"4,401.12",201.0,301,0.1,145 ,129 ,16 ,등록,폐아 0.3,2025-06-23,35.9560632,128.6691119
