NO,접수번호,부서,정산년월,지시번호,공사명,공사유형,탐사구분,주소,접수일시,작업시작,작업종료,용도구분,구군,중구역번호,소구역번호,도로구분,누수관경,누수관종,누수부위,누수원인,손괴원인,누수시간,누수량,용수구분,GIS 입력,위도,경도,epsg5179위도,epsg5179경도
571,20150413-0219,북부사업소,201504,214 ,"북구 대학로23길 28 (산격동,수까락) / 1327-1번지",지상-공도,,"대학로23길 28 (산격동,수까락) / 1327-1번지",2015-04-13 14:51,,2015-04-13 17:30,배수지관,북구,0520,49,공도,100 ,닥타일관,이형관,노후,,3시간,20 ,,입력,35.8935723,128.609298,1100114.526,1766897.389
572,20150409-0240,북부사업소,201504,208 ,"북구 대구체육관로 34 (산격동,에코모텔) / 1498-55번지",지상-공도,,"대구체육관로 34 (산격동,에코모텔) / 1498-55번지",2015-04-09 13:15,2015-04-09 14:00,2015-04-09 15:00,급수관,북구,0520,47,공도,15 ,스텐레스관,직관,타공사손괴,한전,2시간,1 ,,입력,35.8921494,128.6031894,1099564.983,1766733.321
573,20150319-0292,북부사업소,201503,165 ,북구 산격로14길 10-2 (산격동) / 1406-42번지,지상-공도,,산격로14길 10-2 (산격동) / 1406-42번지,2015-03-19 15:03,,2015-03-20 09:00,급수관,북구,0520,48,공도,15 ,부분기대,부분기대,노후,,3시간,0 ,,입력,35.8958466,128.6062116,1099833.11,1767146.495
574,20150209-0160,북부사업소,201502,98 ,북구 연암공원로 32-9 (산격동) / 1127-1번지,지상-사유지,,연암공원로 32-9 (산격동) / 1127-1번지,2015-02-09 10:45,2015-02-09 15:00,2015-02-09 17:00,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),계량기보호통,노후,,,,,미입력,35.8937215,128.5986277,1099151.304,1766903.058
575,20150121-0150,북부사업소,201501,57 ,북구 대학로25길 13-4 (산격동) / 1307-72번지,지상-공도,,대학로25길 13-4 (산격동) / 1307-72번지,2015-01-21 11:28,2015-01-21 12:30,2015-01-21 15:47,급수관,북구,0520,49,공도,15 ,부분기대,부분기대,노후,,3시간,0 ,,입력,35.8953065,128.6107114,1100239.904,1767091.194
576,20150119-0073,북부사업소,201501,52 ,북구 산격로10길 8-1 (산격동) / 1409-2번지,지상-사유지,,산격로10길 8-1 (산격동) / 1409-2번지,2015-01-19 09:57,2015-01-19 09:57,2015-01-19 13:00,급수관,북구,0520,49,사유지,15 ,계량기보호통(실),앵글밸브,노후,,,0 ,,미입력,35.8948027,128.6062546,1099838.302,1767030.75
577,20150118-0006,북부사업소,201501,49 ,북구 대동로4길 12-8 (산격동) / 1252-10번지,지상-공도,,대동로4길 12-8 (산격동) / 1252-10번지,2015-01-18 11:32,,2015-01-19 08:29,급수관,북구,0520,48,공도,25 ,부분기대,부분기대,노후,,3시간,1 ,,미입력,35.8970819,128.6082692,1100017.257,1767285.618
578,20150112-0058,북부사업소,201501,30 ,북구 연암로4길 42-11 (산격동) / 1498-90번지,지상-공도,,연암로4길 42-11 (산격동) / 1498-90번지,2015-01-12 09:53,2015-01-12 09:53,2015-01-12 12:30,급수관,북구,0520,47,공도,15 ,부분기대,부분기대,노후,,3시간,0 ,,입력,35.8901988,128.6037605,1099618.971,1766517.544
579,20150109-0136,북부사업소,201501,26 ,북구 산격로17길 9 (산격동) / 1222-43번지,지상-공도,,산격로17길 9 (산격동) / 1222-43번지,2015-01-09 11:37,2015-01-09 11:37,2015-01-09 14:00,급수관,북구,0520,24-3,공도,15 ,부분기대,부분기대,노후,,3시간,0 ,,입력,35.8982045,128.6053101,1099748.79,1767407.11
580,20150108-0418,북부사업소,201501,24 ,"북구 산격로 16 (산격동,해금정) / 1421-18번지",지상-공도,,"산격로 16 (산격동,해금정) / 1421-18번지",2015-01-08 17:17,2015-01-08 17:17,2015-01-08 18:30,급수관,북구,0520,49,공도,15 ,부분기대,부분기대,노후,,3시간,0 ,,입력,35.8919319,128.605392,1099764.052,1766711.442
581,20150108-0193,북부사업소,201501,22 ,"북구 대학로23길 10 (산격동,리더고시텔) / 1308-9번지",지상-사유지,,"대학로23길 10 (산격동,리더고시텔) / 1308-9번지",2015-01-08 13:02,2015-01-08 13:02,2015-01-08 15:00,급수관,북구,0520,49,사유지,15 ,계량기보호통(실),앵글밸브,노후,,,,,미입력,35.8947374,128.6107779,1100246.623,1767028.138
582,20150106-0447,북부사업소,201501,16 ,북구 연암공원로7길 2-11 (산격동) / 1139-4번지,지하-미누수,자체-주간,산격동 1139-4,2015-01-06 16:44,2015-01-07 09:00,2015-01-07 10:00,,북구,0520,46-1,,,,,,,,0 ,,미입력,35.8949125,128.598373,1099126.831,1767034.904
583,20150102-0058,북부사업소,201501,2 ,북구 대구체육관로10길 6-1 (산격동) / 1497-12번지,지상-공도,,대구체육관로10길 6-1 (산격동) / 1497-12번지,2015-01-02 09:33,2015-01-02 09:33,2015-01-02 12:00,급수관,북구,0520,47,공도,20 ,부분기대,부분기대,노후,,3시간,1 ,,입력,35.8922764,128.6037453,1099614.996,1766747.974
584,20141230-0268,북부사업소,201501,1231 ,북구 대동로8길 3-7 (산격동) / 1268-11번지,지상-사유지,,대동로8길 3-7 (산격동) / 1268-11번지,2014-12-30 13:39,2014-12-30 13:39,2014-12-30 15:50,급수관,북구,0520,49,사유지,15 ,계량기보호통(실),앵글밸브,노후,,,0 ,,미입력,35.8962995,128.6107534,1100242.442,1767201.38
585,20141222-0229,북부사업소,201501,1202 ,북구 연암로2길 17 (산격동) / 1498-166번지,지상-공도,,연암로2길 17 (산격동) / 1498-166번지,2014-12-22 11:36,2014-12-22 11:36,2014-12-22 14:00,급수관,북구,0520,47,공도,25 ,PFP관,이형관,노후,,3시간,1 ,,입력,35.8893388,128.602529,1099508.895,1766420.899
586,20141221-0020,북부사업소,201501,1197 ,북구 대동로8길 24-7 (산격동) / 1252-8번지,지상-공도,,대동로8길 24-7 (산격동) / 1252-8번지,2014-12-21 17:13,2014-12-21 17:13,2014-12-21 19:00,급수관,북구,0520,48,공도,15 ,스텐레스관,직관,노후,,3시간,0 ,,입력,35.8969836,128.6082662,1100017.11,1767274.711
587,20141219-0409,북부사업소,201412,1194 ,북구 산격로1길 31-28 (산격동) / 1401-113번지,지하-공도,자체-주간,산격동 1401-113,2014-12-19 17:08,2014-12-19 17:08,2014-12-19 19:00,배수지관,북구,0520,47,공도,15 ,스텐레스관,이형관,노후,,172일,454 ,,미입력,35.8907024,128.6032526,1099572.499,1766572.885
588,20141217-0326,북부사업소,201412,1191 ,북구 산격로1길 31-32 (산격동) / 1401-66번지,지상-공도,,산격로1길 31-32 (산격동) / 1401-66번지,2014-12-17 15:17,2014-12-17 15:17,2014-12-17 16:30,배수지관,북구,0520,47,공도,15 ,부분기대,부분기대,부식,,3시간,0 ,,입력,35.8905417,128.6033156,1099578.386,1766555.125
589,20141213-0056,북부사업소,201412,1175 ,북구 연암로4길 3-10 (산격동) / 1441-62번지,지하-공도,자체-주간,산격동 1441-62,2014-12-13 14:54,2014-12-13 14:54,2014-12-13 16:00,배수지관,북구,0520,47,공도,80 ,부분기대,부분기대,노후,,166일,438 ,,입력,35.8895992,128.6014654,1099412.57,1766448.7
590,20141211-0045,북부사업소,201412,1172 ,북구 연암로12길 9-8 (산격동) / 1041번지,지하-사유지,자체-주간,산격동 1041,2014-12-11 09:56,2014-12-11 09:56,2014-12-11 11:50,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),계량기보호통,노후,,164일,472 ,,미입력,35.8919319,128.5967467,1098983.765,1766702.65
591,20141209-0025,북부사업소,201412,1161 ,북구 연암로4길 30-4 (산격동) / 1498-130번지,지상-공도,,연암로4길 30-4 (산격동) / 1498-130번지,2014-12-09 09:27,2014-12-09 09:27,2014-12-09 11:30,급수관,북구,0520,47,공도,15 ,부분기대,부분기대,노후,,3시간,0 ,,입력,35.8897951,128.6030187,1099552.523,1766472.01
592,20141204-0111,북부사업소,201412,1150 ,북구 산격로10길 49-1 (산격동) / 1307-27번지,지상-공도,,산격로10길 49-1 (산격동) / 1307-27번지,2014-12-04 10:50,2014-12-04 10:50,2014-12-04 12:30,배수지관,북구,0520,49,공도,20 ,스텐레스관,이형관,노후,,3시간,0 ,,미입력,35.8951765,128.610583,1100228.479,1767076.643
593,20141203-0010,북부사업소,201412,1143 ,북구 산격로서9길 22 (산격동) / 1435-12번지,지상-사유지,,산격로서9길 22 (산격동) / 1435-12번지,2014-12-03 09:01,2014-12-03 09:01,2014-12-03 11:00,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),앵글밸브,부식,,,,,미입력,35.8951962,128.6005883,1099326.413,1767068.622
594,20141127-0046,북부사업소,201411,1127 ,북구 산격로14길 3-14 (산격동) / 1230-5번지,미누수,,산격동 1230-5,2014-11-27 09:51,2014-11-27 09:51,2014-11-27 11:00,,북구,0520,48,,,,,,,,,,미입력,35.8966971,128.6057451,1099789.94,1767240.355
595,20141122-0004,북부사업소,201411,1117 ,"북구 대학로15길 3 (산격동,당구일번지) / 1400-1번지",지상-공도,,"대학로15길 3 (산격동,당구일번지) / 1400-1번지",2014-11-22 08:51,2014-11-22 08:51,2014-11-22 11:30,배수지관,북구,0520,49,공도,20 ,부분기대,부분기대,노후,,3시간,0 ,,입력,35.8923094,128.6080964,1100007.665,1766756.079
596,20141117-0393,북부사업소,201411,1101 ,북구 산격로14길 3-14 (산격동) / 1230-5번지,지상-공도,,산격로14길 3-14 (산격동) / 1230-5번지,2014-11-17 15:21,2014-11-17 15:21,2014-11-17 17:30,급수관,북구,0520,48,공도,15 ,부분기대,부분기대,노후,,3시간,0 ,,입력,35.8966971,128.6057451,1099789.94,1767240.355
597,20141117-0020,북부사업소,201411,1098 ,북구 대학로25길 17-4 (산격동) / 1307-60번지,미누수,,산격동 1307-60,2014-11-17 09:12,2014-11-17 09:12,2014-11-17 09:50,,북구,0520,49,,,,,,,,,,미입력,35.8953014,128.6102938,1100202.221,1767090.2
598,20141117-0004,북부사업소,201411,1096 ,북구 대학로9길 24-13 (산격동) / 1411-3번지,미누수,,산격동 1411-3,2014-11-17 08:30,2014-11-17 08:30,2014-11-17 09:10,,북구,0520,49,,,,,,,,,,미입력,35.8933445,128.6064063,1099853.824,1766869.163
599,20141109-0002,북부사업소,201411,1075 ,북구 연암공원로20길 34 (산격동) / 1197-31번지,지상-공도,,연암공원로20길 34 (산격동) / 1197-31번지,2014-11-09 09:46,2014-11-09 09:46,2014-11-09 11:30,배수지관,북구,0520,24-3,공도,100 ,닥타일관,이형관,노후,,3시간,20 ,,미입력,35.8985616,128.604564,1099681.008,1767445.958
600,20141104-0177,북부사업소,201411,1058 ,"북구 대동로 10-1 (산격동,오복세탁소) / 1241-21번지",미누수,,산격동 1241-21 오복세탁소,2014-11-04 11:17,2014-11-04 11:17,2014-11-04 11:50,,북구,0520,48,,,,,,,,,,미입력,35.8979266,128.6080541,1099996.782,1767379.091
601,20141024-0116,북부사업소,201410,1018 ,북구 산격동 1421-22,지상-공도,,산격동 1421-22,2014-10-24 10:48,2014-10-24 10:48,2014-10-24 12:30,급수관,북구,0520,49,공도,50 ,PFP관,직관,부식,,3시간,30 ,,입력,35.8917728,128.6058471,1099805.327,1766694.26
602,20141015-0125,북부사업소,201410,1004 ,북구 연암공원로32길 50-4 (산격동) / 1222-30번지,지하-사유지,자체-주간,산격동 1222-30,2014-10-15 11:04,2014-10-15 11:04,2014-10-15 13:30,급수관,북구,0520,24-3,사유지,15 ,계량기보호통(실),계량기보호통,노후,,117일,197 ,,미입력,35.8984358,128.6057461,1099787.848,1767433.211
603,20141015-0101,북부사업소,201410,1003 ,"북구 산격로9길 19 (산격동,태원유통) / 1428-12번지",지상-사유지,,"산격로9길 19 (산격동,태원유통) / 1428-12번지",2014-10-15 10:32,2014-10-15 10:32,2014-10-15 13:00,급수관,북구,0520,47,사유지,25 ,계량기보호통(실),계량기보호통,노후,,,,,미입력,35.894829,128.6030103,1099545.463,1767030.357
604,20141013-0201,북부사업소,201410,1000 ,북구 대동로8길 26-1 (산격동) / 1252-12번지,지상-사유지,,대동로8길 26-1 (산격동) / 1252-12번지,2014-10-13 13:46,2014-10-13 14:00,2014-10-13 16:00,급수관,북구,0520,48,사유지,15 ,계량기보호통(실),계량기보호통,노후,,,0 ,,미입력,35.8967925,128.6080953,1100001.927,1767253.339
605,20141010-0229,북부사업소,201410,997 ,북구 산격로서9길 14-13 (산격동) / 1435-49번지,지하-공도,용역,산격동 1435-49,2014-10-10 13:13,2014-10-10 13:13,2014-10-10 15:30,급수관,북구,0520,46-1,공도,15 ,스텐레스관,이형관,노후,,102일,"1,564 ",,입력,35.8953006,128.6011629,1099378.141,1767080.786
606,20141010-0228,북부사업소,201410,996 ,북구 산격로서9길 23-2 (산격동) / 1117-17번지,지하-공도,용역,산격동 1117-17,2014-10-10 13:12,2014-10-10 13:12,2014-10-10 15:50,급수관,북구,0520,46-1,공도,15 ,부분기대,부분기대,부식,,102일,"1,564 ",,입력,35.8950086,128.6000685,1099279.734,1767047.285
607,20141006-0296,북부사업소,201410,980 ,"북구 대구체육관로 18-8 (산격동,정수헤어아트) / 1404-99번지",지하-공도,자체-주간,산격동 1404-99 정수헤어아트,2014-10-06 12:55,2014-10-06 12:55,2014-10-09 11:30,급수관,북구,0520,47,공도,80 ,닥타일관,이형관,노후,,98일,"13,877 ",,미입력,35.8913465,128.6027956,1099530.445,1766643.862
608,20141006-0294,북부사업소,201410,979 ,북구 산격동 1197-118,지하-공도,자체-주간,산격동 1197-118,2014-10-06 12:28,2014-10-06 12:28,2014-10-06 14:00,배수지관,북구,0520,24-3,공도,100 ,닥타일관,이형관,노후,,98일,141 ,,미입력,35.8984014,128.604688,1099692.399,1767428.315
609,20141005-0031,북부사업소,201410,976 ,북구 산격로1길 50 (산격동) / 1498-60번지,지상-공도,,산격로1길 50 (산격동) / 1498-60번지,2014-10-05 12:21,2014-10-05 12:21,2014-10-05 14:30,급수관,북구,0520,47,공도,15 ,부분기대,부분기대,노후,,3시간,1 ,,입력,35.8915611,128.6029545,1099544.518,1766667.828
610,20141003-0051,북부사업소,201410,975 ,북구 연암공원로20길 32 (산격동) / 1197-65번지,지상-공도,,연암공원로20길 32 (산격동) / 1197-65번지,2014-10-03 13:50,2014-10-03 13:50,2014-10-03 16:30,급수관,북구,0520,24-3,공도,100 ,변류,본체,부식,,3시간,20 ,,미입력,35.8985887,128.6043803,1099664.395,1767448.777
611,20140919-0274,북부사업소,201409,949 ,북구 대동로8길 22-5 (산격동) / 1250-10번지,지상-공도,,대동로8길 22-5 (산격동) / 1250-10번지,2014-09-19 15:01,2014-09-19 15:01,2014-09-19 17:30,배수지관,북구,0520,48,공도,15 ,부분기대,부분기대,부식,,3시간,0 ,,입력,35.8968809,128.6086088,1100048.159,1767263.67
612,20140911-0167,북부사업소,201409,920 ,"북구 대동로6길 33 (산격동,시티원룸) / 1309-39번지",지상-공도,,"대동로6길 33 (산격동,시티원룸) / 1309-39번지",2014-09-11 12:52,2014-09-11 12:52,2014-09-11 14:30,급수관,북구,0520,49,공도,15 ,스텐레스관,이형관,부식,,3시간,0 ,,입력,35.8943603,128.6096197,1100142.568,1766985.123
613,20140904-0022,북부사업소,201409,908 ,북구 연암공원로 90-14 (산격동) / 1185-15번지,지하-미누수,용역,산격동 1185-15,2014-09-04 09:08,2014-09-04 09:08,2014-09-04 10:30,,북구,0520,24-3,,,,,,,,,,미입력,35.8976914,128.6019664,1099447.668,1767346.789
614,20140904-0020,북부사업소,201409,907 ,"북구 연암공원로 71, 관리201호 (산격동,청솔주택) / 1182-5번지",지하-미누수,용역,산격동 1182-5 관리201호 청솔주택,2014-09-04 09:06,2014-09-04 09:06,2014-09-04 11:00,,북구,0520,46-1,,,,,,,,,,미입력,35.8969441,128.6001839,1099287.732,1767262.086
615,20140904-0018,북부사업소,201409,905 ,"북구 산격로 57-2 (산격동,리치웰빙) / 1422-1번지",지하-사유지,용역,산격동 1422-1 리치웰빙,2014-09-04 09:03,2014-09-04 09:03,2014-09-04 11:30,급수관,북구,0520,47,사유지,15 ,계량기보호통(실),계량기보호통,부식,,66일,111 ,,미입력,35.8957342,128.6050941,1099732.395,1767132.886
616,20140902-0166,북부사업소,201409,899 ,북구 연암로12길 12-14 (산격동) / 1091번지,지상-사유지,,연암로12길 12-14 (산격동) / 1091번지,2014-09-02 11:04,2014-09-02 11:04,2014-09-02 13:35,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),계량기보호통,노후,,,,,미입력,35.8923331,128.5978009,1099078.412,1766748.219
617,20140902-0066,북부사업소,201409,897 ,북구 대학로25길 17-4 (산격동) / 1307-60번지,지상-공도,,대학로25길 17-4 (산격동) / 1307-60번지,2014-09-02 09:36,2014-09-02 09:36,2014-09-02 12:05,급수관,북구,0520,49,공도,15 ,부분기대,부분기대,부식,,3시간,0 ,,입력,35.8953014,128.6102938,1100202.221,1767090.2
618,20140901-0254,북부사업소,201409,881 ,"북구 산격로 68 (산격동,진주남양) / 1229-3번지",지상-공도,,"산격로 68 (산격동,진주남양) / 1229-3번지",2014-09-01 11:45,2014-09-01 11:45,2014-09-01 13:42,급수관,북구,0520,48,공도,15 ,부분기대,부분기대,노후,,3시간,0 ,,입력,35.8965852,128.6054119,1099760.009,1767227.603
619,20140829-0025,북부사업소,201408,864 ,북구 연암로12길 12-14 (산격동) / 1091번지,지상-사유지,,연암로12길 12-14 (산격동) / 1091번지,2014-08-29 09:13,2014-08-29 09:13,2014-08-29 11:03,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),앵글밸브,노후,,,,,미입력,35.8923331,128.5978009,1099078.412,1766748.219
620,20140818-0336,북부사업소,201408,830 ,북구 대학로25길 17-4 (산격동) / 1307-60번지,지상-공도,,대학로25길 17-4 (산격동) / 1307-60번지,2014-08-18 14:37,2014-08-18 14:37,2014-08-18 16:55,급수관,북구,0520,49,공도,15 ,PFP관,이형관,노후,,2시간,0 ,,입력,35.8953014,128.6102938,1100202.221,1767090.2
621,20140817-0001,북부사업소,201408,827 ,"북구 산격로 78 (산격동,황금생막창) / 1231-8번지",지상-공도,,"산격로 78 (산격동,황금생막창) / 1231-8번지",2014-08-17 10:17,2014-08-17 10:17,2014-08-17 13:25,급수관,북구,0520,48,공도,15 ,부분기대,부분기대,노후,,2시간,0 ,,입력,35.8972483,128.6058357,1099797.425,1767301.586
622,20140813-0211,북부사업소,201408,823 ,북구 대동로10길 5-7 (산격동) / 1275-8번지,지상-공도,,대동로10길 5-7 (산격동) / 1275-8번지,2014-08-13 15:31,2014-08-13 15:31,2014-08-13 17:55,급수관,북구,0520,49,공도,15 ,PFP관,이형관,노후,,2시간,0 ,,입력,35.8962603,128.6117301,1100330.64,1767198.035
623,20140729-0252,북부사업소,201407,786 ,북구 대학로9길 74-6 (산격동) / 1243-3번지,지상-공도,,대학로9길 74-6 (산격동) / 1243-3번지,2014-07-29 14:11,2014-07-29 14:11,2014-07-29 17:25,급수관,북구,0520,48,공도,15 ,부분기대,부분기대,노후,,2시간,0 ,,입력,35.8970028,128.6068008,1099884.833,1767275.342
624,20140722-0204,북부사업소,201407,750 ,"북구 산격로 88-1 (산격동,얼음막걸리) / 1232-5번지",지상-공도,,"산격로 88-1 (산격동,얼음막걸리) / 1232-5번지",2014-07-22 12:50,2014-07-22 12:50,2014-07-22 15:15,급수관,북구,0520,48,공도,15 ,부분기대,부분기대,노후,,3시간,1 ,,입력,35.8980126,128.6067365,1099877.762,1767387.282
625,20140715-0129,북부사업소,201407,726 ,북구 대학로9길 68-4 (산격동) / 1245-2번지,지상-공도,,대학로9길 68-4 (산격동) / 1245-2번지,2014-07-15 11:43,2014-07-15 11:43,2014-07-15 14:20,급수관,북구,0520,48,공도,80 ,닥타일관,직관,노후,,3시간,26 ,,미입력,35.8967082,128.6062414,1099834.718,1767242.093
626,20140712-0015,북부사업소,201407,718 ,"북구 산격로 74 (산격동,꽃돈) / 1229-1번지",지상-공도,,"산격로 74 (산격동,꽃돈) / 1229-1번지",2014-07-12 14:57,2014-07-12 14:57,2014-07-12 17:30,급수관,북구,0520,48,공도,15 ,부분기대,부분기대,노후,,3시간,1 ,,미입력,35.8969921,128.605528,1099769.977,1767272.854
627,20140704-0398,북부사업소,201407,695 ,북구 대학로23길 24 (산격동) / 1309-43번지,지하-공도,자체-주간,산격동 1309-43,2014-07-04 16:51,2014-07-04 16:51,2014-07-04 19:45,급수관,북구,0520,49,공도,15 ,부분기대,부분기대,노후,,35일,210 ,,미입력,35.8939872,128.6096069,1100141.882,1766943.726
628,20140704-0110,북부사업소,201407,694 ,"북구 대동로10길 7 (산격동,(골든힐)) / 1276-1번지",지상-공도,,"대동로10길 7 (산격동,(골든힐)) / 1276-1번지",2014-07-04 10:28,2014-07-04 10:28,2014-07-04 13:05,급수관,북구,0520,49,공도,15 ,PFP관,이형관,부식,,3시간,0 ,,입력,35.8960423,128.6113617,1100297.666,1767173.476
629,20140702-0109,북부사업소,201407,686 ,북구 대학로9길 68-10 (산격동) / 1245-7번지,지상-공도,,대학로9길 68-10 (산격동) / 1245-7번지,2014-07-02 10:35,2014-07-02 10:35,2014-07-02 13:20,급수관,북구,0520,48,공도,15 ,닥타일관,이형관,노후,,3시간,0 ,,입력,35.8964596,128.6063736,1099846.961,1767214.654
630,20140630-0010,북부사업소,201406,672 ,"북구 산격로 32 (산격동,불곰구이) / 1413-11번지",지하-공도,자체-주간,산격동 1413-11 불곰구이 ,2014-06-30 08:42,2014-06-30 08:42,2014-06-30 11:25,급수관,북구,0520,49,공도,15 ,스텐레스관,이형관,노후,,181일,304 ,,미입력,35.8933092,128.6053626,1099759.671,1766864.181
631,20140629-0011,북부사업소,201406,670 ,북구 산격로1길 28 (산격동) / 1497-38번지,지상-공도,,산격로1길 28 (산격동) / 1497-38번지,2014-06-29 13:10,2014-06-29 13:10,2014-06-29 16:20,급수관,북구,0520,47,공도,15 ,부분기대,부분기대,노후,,3시간,0 ,,미입력,35.8912062,128.6036297,1099605.904,1766629.15
632,20140626-0128,북부사업소,201406,662 ,북구 대동로4길 6-8 (산격동) / 1241-20번지,지상-공도,,대동로4길 6-8 (산격동) / 1241-20번지,2014-06-26 10:21,2014-06-26 10:21,2014-06-26 13:35,급수관,북구,0520,48,공도,15 ,부분기대,부분기대,노후,,3시간,0 ,,입력,35.8974813,128.6075201,1099949.149,1767329.152
633,20140617-0275,북부사업소,201406,630 ,북구 대동로4길 7 (산격동) / 1253-40번지,지상-공도,,대동로4길 7 (산격동) / 1253-40번지,2014-06-17 15:31,2014-06-17 15:31,2014-06-17 18:20,급수관,북구,0520,48,공도,80 ,닥타일관,직관,침하,,2시간,3 ,,미입력,35.8975461,128.6080833,1099999.896,1767336.916
634,20140616-0230,북부사업소,201406,620 ,"북구 대구체육관로 52-2 (산격동,평창칼국수) / 1433-37번지",지상-사유지,,"대구체육관로 52-2 (산격동,평창칼국수) / 1433-37번지",2014-06-16 14:24,2014-06-16 14:24,2014-06-16 16:05,급수관,북구,0520,47,사유지,15 ,계량기보호통(실),앵글밸브,노후,,,,,미입력,35.8924266,128.6048674,1099716.084,1766765.778
635,20140612-0071,북부사업소,201406,606 ,북구 대동로 2-10 (산격동) / 1232-9번지,지상-공도,,대동로 2-10 (산격동) / 1232-9번지,2014-06-12 10:49,2014-06-12 10:49,2014-06-12 12:30,급수관,북구,0520,48,공도,15 ,PFP관,이형관,부식,,2시간,0 ,,입력,35.8980823,128.6070196,1099903.223,1767395.303
636,20140612-0051,북부사업소,201406,605 ,북구 대동로 2-12 (산격동) / 1232-11번지,지상-공도,,대동로 2-12 (산격동) / 1232-11번지,2014-06-12 10:07,2014-06-12 10:07,2014-06-12 13:00,급수관,북구,0520,48,공도,15 ,부분기대,부분기대,노후,,2시간,0 ,,입력,35.8980026,128.6069281,1099895.066,1767386.369
637,20140610-0325,북부사업소,201406,596 ,북구 연암로4길 42-1 (산격동) / 1498-125번지,지상-공도,,연암로4길 42-1 (산격동) / 1498-125번지,2014-06-10 13:49,2014-06-10 13:49,2014-06-10 16:50,급수관,북구,0520,47,공도,15 ,부분기대,부분기대,노후,,3시간,0 ,,미입력,35.8902898,128.6035862,1099603.125,1766527.46
638,20140610-0324,북부사업소,201406,595 ,북구 연암로4길 42-4 (산격동) / 1498-132번지,지상-공도,,연암로4길 42-4 (산격동) / 1498-132번지,2014-06-10 13:48,2014-06-10 13:48,2014-06-10 16:50,급수관,북구,0520,47,공도,15 ,부분기대,부분기대,노후,,3시간,0 ,,미입력,35.8901318,128.6034598,1099591.915,1766509.806
639,20140610-0256,북부사업소,201406,594 ,"북구 연암로4길 46 (산격동,해피빌) / 1498-22번지",지상-공도,,"연암로4길 46 (산격동,해피빌) / 1498-22번지",2014-06-10 11:44,2014-06-10 11:44,2014-06-10 14:50,급수관,북구,0520,47,공도,20 ,부분기대,부분기대,노후,,3시간,0 ,,미입력,35.8903657,128.603548,1099599.582,1766535.84
640,20140609-0036,북부사업소,201406,589 ,"북구 산격로 94 (산격동,대원유리알미늄) / 1232-2번지",지상-공도,,"산격로 94 (산격동,대원유리알미늄) / 1232-2번지",2014-06-09 09:11,2014-06-09 09:11,2014-06-09 12:20,급수관,북구,0520,48,공도,15 ,스텐레스관,이형관,노후,,3시간,0 ,,입력,35.8982946,128.6070998,1099910.195,1767418.933
641,20140531-0021,북부사업소,201405,565 ,북구 산격로10길 49-2 (산격동) / 1307-24번지,지상-공도,,산격로10길 49-2 (산격동) / 1307-24번지,2014-05-31 14:24,2014-05-31 14:24,2014-05-31 17:35,급수관,북구,0520,49,공도,15 ,PFP관,이형관,노후,,2시간,0 ,,미입력,35.8950434,128.6108755,1100255.046,1767062.18
642,20140530-0411,북부사업소,201405,575 ,"북구 대학로9길 73-4, 대학로9길 73-4 (산격동) / 1234-12번지",지상-공도,,"대학로9길 73-4, 대학로9길 73-4 (산격동) / 1234-12번지",2014-05-30 09:25,,,급수관,북구,0520,48,공도,15 ,에폭시강관,이형관,노후,,3시간,0 ,,미입력,35.8974253,128.6064873,1099856.009,1767321.885
643,20140526-0381,북부사업소,201405,541 ,북구 대학로9길 74-8 (산격동) / 1243-4번지,지상-공도,,대학로9길 74-8 (산격동) / 1243-4번지,2014-05-26 16:28,2014-05-26 16:28,2014-05-26 19:20,급수관,북구,0520,48,공도,80 ,닥타일관,이형관,부식,,3시간,25 ,,입력,35.8968971,128.6068466,1099889.1,1767263.664
644,20140523-0143,북부사업소,201405,530 ,북구 대동로 2-5 (산격동) / 1234-21번지,지상-공도,,대동로 2-5 (산격동) / 1234-21번지,2014-05-23 11:07,2014-05-23 11:07,2014-05-23 14:20,급수관,북구,0520,48,공도,15 ,PFP관,이형관,노후,,2시간,0 ,,미입력,35.8980891,128.607291,1099927.708,1767396.334
645,20140521-0452,북부사업소,201405,535 ,북구 대동로 2-6 (산격동) / 1232-17번지,지상-공도,,대동로 2-6 (산격동) / 1232-17번지,2014-05-21 09:03,2014-05-21 09:03,2014-05-21 12:30,급수관,북구,0520,48,공도,15 ,PFP관,이형관,노후,,2시간,0 ,,입력,35.898213,128.6072089,1099920.143,1767409.993
646,20140510-0009,북부사업소,201405,484 ,북구 연암공원로6길 6-2 (산격동) / 1099-8번지,지상-사유지,,연암공원로6길 6-2 (산격동) / 1099-8번지,2014-05-10 08:51,2014-05-10 08:51,2014-05-10 12:10,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),계량기보호통,노후,,,,,미입력,35.8929511,128.5978742,1099084.258,1766816.842
